VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
1899,14000,63,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1421,4,78,21,1,II-A,255,153,229,1,0.6,0.898039216
1900,14710,63,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0,0.749019608,0.690196078
1901,14720,63,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,NA,200,166,17,NA,83,III-B,36,255,20,0.141176471,1,0.078431373
1902,14750,63,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,NA,435,68,59,NA,14,86,III-A,122,143,245,0.478431373,0.560784314,0.960784314
1903,14770,63,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,NA,170,144,15,NA,85,III-B,106,0,138,0.415686275,0,0.541176471
1904,14790,63,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,NA,1353,578,57,NA,43,V-B,207,61,255,0.811764706,0.239215686,1
1905,14810,63,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,NA,NA,989,100,NA,NA,V-B,232,189,255,0.909803922,0.741176471,1
1906,14920,63,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431373,0.960784314,0.792156863
1907,14940,63,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,NA,NA,792,100,NA,NA,V-B,0,168,107,0,0.658823529,0.419607843
1908,15180,63,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B,211,237,38,0.82745098,0.929411765,0.149019608
1909,13030,62,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,15,11,74,I-B,215,185,100,0.843137255,0.725490196,0.392156863
1910,13100,62,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,18,24,58,I-B,176,163,222,0.690196078,0.639215686,0.870588235
1911,13130,62,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,NA,852,465,45,NA,55,V-A,0,156,44,0,0.611764706,0.17254902
1912,13170,62,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,21,7,72,I-B,186,184,148,0.729411765,0.721568627,0.580392157
1913,13210,62,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,20,24,56,III-B,71,135,148,0.278431373,0.529411765,0.580392157
1914,13700,62,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,NA,529,51,49,NA,V-B,214,255,145,0.839215686,1,0.568627451
1915,14710,62,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,NA,429,67,58,NA,14,86,III-A,0,191,176,0,0.749019608,0.690196078
1916,14720,62,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,NA,200,166,17,NA,83,III-B,36,255,20,0.141176471,1,0.078431373
1917,14790,62,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,NA,NA,989,100,NA,NA,V-B,207,61,255,0.811764706,0.239215686,1
1918,14930,62,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,NA,NA,17,100,NA,NA,II-C,240,150,20,0.941176471,0.588235294,0.078431373
1919,15180,62,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B,211,237,38,0.82745098,0.929411765,0.149019608
1920,13020,65,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,983,NA,NA,983,100,NA,NA,V-B,76,230,0,0.298039216,0.901960784,0
1921,13030,65,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,14,23,63,I-B,215,185,100,0.843137255,0.725490196,0.392156863
1922,13240,65,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,8,8,84,I-A,161,112,90,0.631372549,0.439215686,0.352941176
1923,13550,65,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,10,25,65,I-B,255,165,82,1,0.647058824,0.321568627
1924,13620,65,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1,0.749019608,0.749019608
1925,13660,65,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686275,1,0.388235294
1926,13690,65,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0,1,0.862745098
1927,13700,65,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,NA,531,53,47,NA,V-B,214,255,145,0.839215686,1,0.568627451
1928,13730,65,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1127,NA,NA,1127,100,NA,NA,V-B,130,160,100,0.509803922,0.62745098,0.392156863
1929,13740,65,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,NA,NA,580,100,NA,NA,V-B,144,107,181,0.564705882,0.419607843,0.709803922
1930,13770,65,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1,0,0.301960784
1931,13790,65,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,10,5,85,I-B,237,0,179,0.929411765,0,0.701960784
1932,14360,65,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,NA,6,62,38,NA,I-B,100,31,87,0.392156863,0.121568627,0.341176471
1933,14710,65,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,14,20,66,III-A,0,191,176,0,0.749019608,0.690196078
1934,14720,65,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,NA,198,165,17,NA,83,III-B,36,255,20,0.141176471,1,0.078431373
1935,14750,65,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,NA,435,68,59,NA,14,86,III-A,122,143,245,0.478431373,0.560784314,0.960784314
1936,14770,65,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,NA,170,144,15,NA,85,III-B,106,0,138,0.415686275,0,0.541176471
1937,14790,65,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,NA,1353,578,57,NA,43,V-B,207,61,255,0.811764706,0.239215686,1
1938,14800,65,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,NA,NA,221,221,NA,NA,100,V-A,102,212,179,0.4,0.831372549,0.701960784
1939,14900,65,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,508,NA,NA,508,100,NA,NA,V-B,255,235,0,1,0.921568627,0
1940,14940,65,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,NA,NA,792,100,NA,NA,V-B,0,168,107,0,0.658823529,0.419607843
1941,15180,65,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B,211,237,38,0.82745098,0.929411765,0.149019608
1942,15260,65,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,NA,NA,1011,100,NA,NA,V-B,232,160,255,0.909803922,0.62745098,1
1943,13020,64,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2108,NA,NA,2108,100,NA,NA,V-B,76,230,0,0.298039216,0.901960784,0
1944,13030,64,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,14,23,63,I-B,215,185,100,0.843137255,0.725490196,0.392156863
1945,13540,64,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,10,24,66,I-B,255,196,82,1,0.768627451,0.321568627
1946,13620,64,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1,0.749019608,0.749019608
1947,13660,64,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686275,1,0.388235294
1948,13690,64,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0,1,0.862745098
1949,13700,64,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,NA,531,53,47,NA,V-B,214,255,145,0.839215686,1,0.568627451
1950,13730,64,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,NA,NA,1053,100,NA,NA,V-B,130,160,100,0.509803922,0.62745098,0.392156863
1951,13740,64,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,NA,NA,580,100,NA,NA,V-B,144,107,181,0.564705882,0.419607843,0.709803922
1952,13770,64,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1,0,0.301960784
1953,13890,64,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,27,51,22,V-B,150,255,231,0.588235294,1,0.905882353
1954,14000,64,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1604,4,78,21,1,II-A,255,153,229,1,0.6,0.898039216
1955,14090,64,14090_50_64,Great Lakes Alvar,Conifer,439,3247,NA,387,88,12,NA,V-A,227,235,117,0.890196078,0.921568627,0.458823529
1956,14710,64,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,14,20,66,III-A,0,191,176,0,0.749019608,0.690196078
1957,14720,64,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,NA,198,165,17,NA,83,III-B,36,255,20,0.141176471,1,0.078431373
1958,14750,64,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,NA,435,68,59,NA,14,86,III-A,122,143,245,0.478431373,0.560784314,0.960784314
1959,14770,64,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,NA,170,144,15,NA,85,III-B,106,0,138,0.415686275,0,0.541176471
1960,14790,64,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,NA,1353,578,57,NA,43,V-B,207,61,255,0.811764706,0.239215686,1
1961,14800,64,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,NA,NA,221,221,NA,NA,100,V-A,102,212,179,0.4,0.831372549,0.701960784
1962,14940,64,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,NA,NA,794,100,NA,NA,V-B,0,168,107,0,0.658823529,0.419607843
1963,15180,64,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B,211,237,38,0.82745098,0.929411765,0.149019608
1964,15260,64,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,NA,NA,1011,100,NA,NA,V-B,232,160,255,0.909803922,0.62745098,1
1965,13100,52,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,17,27,56,I-B,176,163,222,0.690196078,0.639215686,0.870588235
1966,13110,52,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,6,6,88,I-B,179,207,143,0.701960784,0.811764706,0.560784314
1967,13130,52,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,NA,852,465,45,NA,55,V-A,0,156,44,0,0.611764706,0.17254902
1968,13940,52,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,1,3,96,I-A,230,213,138,0.901960784,0.835294118,0.541176471
1969,13950,52,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1,0.921568627,0.690196078
1970,14110,52,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,NA,NA,24,100,NA,NA,II-C,235,255,0,0.921568627,1,0
1971,14120,52,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,NA,89,3,96,NA,4,II-A,214,0,157,0.839215686,0,0.615686275
1972,14210,52,14210_49_52,Central Tallgrass Prairie,Grassland,4,NA,NA,4,100,NA,NA,II-A,232,255,196,0.909803922,1,0.768627451
1973,14710,52,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,NA,426,68,59,NA,14,86,III-A,0,191,176,0,0.749019608,0.690196078
1974,14790,52,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,NA,NA,989,100,NA,NA,V-B,207,61,255,0.811764706,0.239215686,1
1975,14920,52,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431373,0.960784314,0.792156863
1976,14930,52,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,NA,NA,17,100,NA,NA,II-C,240,150,20,0.941176471,0.588235294,0.078431373
1977,15180,52,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B,211,237,38,0.82745098,0.929411765,0.149019608
1978,13020,66,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,983,NA,NA,983,100,NA,NA,V-B,76,230,0,0.298039216,0.901960784,0
1979,13240,66,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,8,8,84,I-A,161,112,90,0.631372549,0.439215686,0.352941176
1980,13440,66,13440_66,Boreal Jack Pine-Black Spruce Forest,Conifer,214,NA,NA,214,100,NA,NA,V-A,255,140,140,1,0.549019608,0.549019608
1981,13540,66,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,10,24,66,I-B,255,196,82,1,0.768627451,0.321568627
1982,13620,66,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1,0.749019608,0.749019608
1983,13660,66,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686275,1,0.388235294
1984,13690,66,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0,1,0.862745098
1985,13700,66,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,NA,531,53,47,NA,V-B,214,255,145,0.839215686,1,0.568627451
1986,13730,66,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1127,NA,NA,1127,100,NA,NA,V-B,130,160,100,0.509803922,0.62745098,0.392156863
1987,13740,66,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,NA,NA,580,100,NA,NA,V-B,144,107,181,0.564705882,0.419607843,0.709803922
1988,13770,66,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1,0,0.301960784
1989,13860,66,13860_66,Acadian-Appalachian Alpine Tundra,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,200,3,125,0.784313725,0.011764706,0.490196078
1990,13890,66,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,27,51,22,V-B,150,255,231,0.588235294,1,0.905882353
1991,14360,66,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,NA,6,62,38,NA,I-B,100,31,87,0.392156863,0.121568627,0.341176471
1992,14720,66,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,NA,198,165,17,NA,83,III-B,36,255,20,0.141176471,1,0.078431373
1993,14750,66,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,NA,435,68,59,NA,14,86,III-A,122,143,245,0.478431373,0.560784314,0.960784314
1994,14770,66,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,NA,170,144,15,NA,85,III-B,106,0,138,0.415686275,0,0.541176471
1995,14790,66,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,NA,1353,578,57,NA,43,V-B,207,61,255,0.811764706,0.239215686,1
1996,14800,66,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,NA,NA,221,221,NA,NA,100,V-A,102,212,179,0.4,0.831372549,0.701960784
1997,14900,66,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,508,NA,NA,508,100,NA,NA,V-B,255,235,0,1,0.921568627,0
1998,14940,66,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,NA,NA,792,100,NA,NA,V-B,0,168,107,0,0.658823529,0.419607843
1999,15260,66,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,NA,NA,1011,100,NA,NA,V-B,232,160,255,0.909803922,0.62745098,1
2000,13050,53,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,88,1,11,II-A,184,156,33,0.721568627,0.611764706,0.129411765
2001,13090,53,13090_53_57,Southern Appalachian Northern Hardwood Forest,Hardwood,681,665,341,169,25,25,50,III-B,163,156,46,0.639215686,0.611764706,0.180392157
2002,13150,53,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,2,10,88,I-B,181,227,194,0.709803922,0.890196078,0.760784314
2003,13170,53,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,6,1,93,I-B,186,184,148,0.729411765,0.721568627,0.580392157
2004,13180,53,13180_48_53,Southern and Central Appalachian Cove Forest,Hardwood,555,727,88,69,12,10,78,III-A,138,177,255,0.541176471,0.694117647,1
2005,13210,53,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431373,0.529411765,0.580392157
2006,13520,53,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,6,5,89,I-A,117,71,197,0.458823529,0.278431373,0.77254902
2007,13530,53,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,5,11,84,I-B,255,200,97,1,0.784313725,0.380392157
2008,13630,53,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,15,27,58,I-A,229,38,0,0.898039216,0.149019608,0
2009,13700,53,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,NA,529,51,49,NA,V-B,214,255,145,0.839215686,1,0.568627451
2010,13760,53,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,4,6,90,I-B,222,153,122,0.870588235,0.6,0.478431373
2011,14010,53,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A,255,235,20,1,0.921568627,0.078431373
2012,14710,53,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0,0.749019608,0.690196078
2013,14720,53,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,NA,202,168,17,NA,83,III-B,36,255,20,0.141176471,1,0.078431373
2014,14790,53,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,NA,NA,987,100,NA,NA,V-B,207,61,255,0.811764706,0.239215686,1
2015,13040,49,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,188,66,15,11,6,17,77,I-B,115,115,0,0.450980392,0.450980392,0
2016,13050,49,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,61,117,9,7,12,7,81,I-B,184,156,33,0.721568627,0.611764706,0.129411765
2017,13100,49,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,17,27,56,I-B,176,163,222,0.690196078,0.639215686,0.870588235
2018,13110,49,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,149,11,9,7,6,87,I-B,179,207,143,0.701960784,0.811764706,0.560784314
2019,13130,49,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,NA,852,465,45,NA,55,V-A,0,156,44,0,0.611764706,0.17254902
2020,13140,49,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,1030,NA,845,464,45,NA,55,V-A,237,161,102,0.929411765,0.631372549,0.4
2021,13210,49,13210_49,South-Central Interior Mesophytic Forest,Hardwood,708,809,548,223,32,28,40,V-A,71,135,148,0.278431373,0.529411765,0.580392157
2022,13260,49,13260_49,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,128,33,17,10,8,31,61,I-B,156,237,38,0.611764706,0.929411765,0.149019608
2023,13640,49,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,Hardwood,38,89,6,5,13,5,82,I-A,97,69,0,0.380392157,0.270588235,0
2024,13940,49,13940_44_49,North-Central Interior Oak Savanna,Hardwood,550,189,5,5,1,3,96,I-A,230,213,138,0.901960784,0.835294118,0.541176471
2025,13950,49,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1,0.921568627,0.690196078
2026,14010,49,14010_49,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A,255,235,20,1,0.921568627,0.078431373
2027,14110,49,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,NA,NA,24,100,NA,NA,II-C,235,255,0,0.921568627,1,0
2028,14120,49,14120_49,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,NA,87,3,96,NA,4,II-A,214,0,157,0.839215686,0,0.615686275
2029,14210,49,14210_49_52,Central Tallgrass Prairie,Grassland,4,NA,NA,4,100,NA,NA,II-A,232,255,196,0.909803922,1,0.768627451
2030,14570,49,14570_49,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,93,120,13,11,11,9,80,I-B,186,237,38,0.729411765,0.929411765,0.149019608
2031,14660,49,14660_49,Great Lakes Wooded Dune and Swale,Riparian,2663,533,NA,444,17,83,NA,V-A,181,0,0,0.709803922,0,0
2032,14690,49,14690_38_42_49,Eastern Great Plains Floodplain Systems,Riparian,510,76,177,48,10,63,27,III-A,75,170,190,0.294117647,0.666666667,0.745098039
2033,14710,49,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,NA,426,68,59,NA,14,86,III-A,0,191,176,0,0.749019608,0.690196078
2034,14720,49,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,996,NA,198,165,17,NA,83,III-B,36,255,20,0.141176471,1,0.078431373
2035,15170,49,15170_42_49_50,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,15,126,102,12,79,9,12,II-B,106,117,0,0.415686275,0.458823529,0
2036,15180,49,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B,211,237,38,0.82745098,0.929411765,0.149019608
2037,13040,43,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,188,66,15,11,6,17,77,I-B,115,115,0,0.450980392,0.450980392,0
2038,13080,43,13080_38_43_44,Crosstimbers Oak Forest and Woodland,Hardwood,157,93,5,5,3,5,92,I-A,137,90,68,0.537254902,0.352941176,0.266666667
2039,13100,43,13100_38_42_43,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,126,50,76,24,19,49,32,I-C,176,163,222,0.690196078,0.639215686,0.870588235
2040,13110,43,13110_42_43,North-Central Interior Dry Oak Forest and Woodland,Hardwood,141,111,11,9,7,8,85,I-B,179,207,143,0.701960784,0.811764706,0.560784314
2041,13140,43,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,NA,857,467,46,NA,54,V-A,237,161,102,0.929411765,0.631372549,0.4
2042,13340,43,13340_32_43_44,Ozark-Ouachita Mesic Hardwood Forest,Hardwood,316,110,25,19,6,18,76,I-C,0,135,74,0,0.529411765,0.290196078
2043,13950,43,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1,0.921568627,0.690196078
2044,14010,43,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A,255,235,20,1,0.921568627,0.078431373
2045,14120,43,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,NA,87,3,96,NA,4,II-A,214,0,157,0.839215686,0,0.615686275
2046,14210,43,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,4,NA,NA,4,100,NA,NA,II-A,232,255,196,0.909803922,1,0.768627451
2047,14230,43,14230_43_44,Southeastern Great Plains Tallgrass Prairie,Grassland,2,80,503,2,97,2,1,II-A,135,75,120,0.529411765,0.294117647,0.470588235
2048,14690,43,14690_31_39_40_43,Eastern Great Plains Floodplain Systems,Riparian,517,77,176,48,9,63,28,III-A,75,170,190,0.294117647,0.666666667,0.745098039
2049,14710,43,14710_42_43,Central Interior and Appalachian Floodplain Systems,Riparian,NA,NA,NA,NA,NA,NA,NA,NA,0,191,176,0,0.749019608,0.690196078
2050,14880,43,14880_38_42_43,Eastern Great Plains Wet Meadow-Prairie-Marsh,Grassland,3,NA,NA,3,100,NA,NA,II-A,148,20,51,0.580392157,0.078431373,0.2
2051,15180,43,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B,211,237,38,0.82745098,0.929411765,0.149019608
2052,10130,38,10130_31_38_39_40,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood,300,44,30,17,6,38,56,I-C,220,0,0,0.862745098,0,0
2053,10940,38,10940_31_38,Western Great Plains Sandhill Steppe,Shrubland,23,NA,NA,23,100,NA,NA,II-C,169,0,230,0.662745098,0,0.901960784
2054,11320,38,11320_31_38,Central Mixedgrass Prairie,Grassland,8,NA,161,8,95,NA,5,II-B,112,168,112,0.439215686,0.658823529,0.439215686
2055,11480,38,11480_31_38,Western Great Plains Sand Prairie,Grassland,15,12,12,4,28,36,36,I-A,245,218,169,0.960784314,0.854901961,0.662745098
2056,11490,38,11490_27_38,Western Great Plains Shortgrass Prairie,Grassland,22,NA,NA,22,100,NA,NA,II-C,205,205,102,0.803921569,0.803921569,0.4
